date,close,prophet1,prophet2,prophet3,prophet4,prophet5
2016-02-05,13740.72,13877.05,13666.28,13968.07,13572.31,13860.26
2016-02-08,13673.32,13806.37,13596.4,13899.83,13571.38,13715.14
2016-02-09,13800.44,13947.66,13755.11,14016.69,13619.37,13939.91
2016-02-10,13847.27,14025.38,13793.36,14070.62,13767.43,13944.35
2016-02-11,13775.48,13943.04,13699.51,13976.27,13626.39,13848.99
2016-02-12,13847.75,13949.89,13808.48,14070.48,13713.31,13984.6
2016-02-15,13862.59,14018.46,13789.7,14061.16,13671.5,13972.83
2016-02-16,13998.92,14176.11,13905.08,14208.96,13857.19,14144.96
2016-02-17,13902.37,14052.15,13811.76,14103.27,13769.7,14025.77
2016-02-18,13858.28,14027.1,13761.86,14053.48,13717.31,13969.1
2016-02-19,13805.43,13999.04,13728.88,13993.48,13651.83,13911.65
2016-02-22,13606.21,13770.13,13571.76,13823.04,13444.39,13728.2
2016-02-23,13647.93,13791.21,13557.71,13888.42,13542.31,13745.83
2016-02-24,13684.97,13850.43,13621.71,13922.3,13548.97,13771.12
2016-02-25,13687.04,13827.88,13600.63,13857.95,13592.35,13813.23
2016-02-26,13656.34,13793.55,13580.95,13896.39,13505.39,13761.64
2016-02-29,13465.76,13590.95,13357.76,13659.18,13319.39,13574.39
2016-03-01,13410.57,13586.61,13337.61,13627.85,13298.34,13547.08
2016-03-02,13366.03,13477.81,13294.02,13542.29,13188.98,13469.91
2016-03-03,13260.55,13433.8,13208.58,13463.23,13095.76,13367.04
2016-03-04,13240.51,13386.15,13180.22,13447.42,13137.16,13330.55
2016-03-07,13295.44,13391.19,13197.1,13455.4,13131.32,13413.26
2016-03-08,13549.95,13695.42,13511.59,13769.69,13365.16,13667.83
2016-03-09,13574.99,13653.72,13512.82,13815.15,13489.97,13708.04
2016-03-10,13611.36,13764.5,13548.7,13810.77,13437.3,13704.48
2016-03-11,13602.59,13762.69,13534.32,13843.63,13471.57,13698.95
2016-03-14,13345.41,13463.05,13264.86,13540.52,13213.8,13473.31
2016-03-15,13343.2,13479.93,13282.3,13566.02,13134.77,13456.68
2016-03-16,13352.58,13538.29,13298.51,13493.62,13211.91,13435.2
2016-03-17,13686.94,13809.96,13570.68,13958.45,13562.34,13832.2
2016-03-18,13662.0,13769.69,13578.97,13907.79,13535.06,13724.89
2016-03-21,13704.63,13882.29,13629.12,13902.4,13592.35,13835.76
2016-03-22,13701.24,13892.04,13639.76,13852.72,13553.61,13776.18
2016-03-23,13543.41,13678.94,13508.01,13754.36,13427.27,13702.83
2016-03-24,13700.44,13865.16,13610.79,13866.38,13544.55,13767.72
2016-03-25,13805.23,13980.32,13722.45,14024.59,13628.23,13947.48
2016-03-28,13916.26,14034.75,13832.41,14136.45,13740.97,14025.31
2016-03-29,13791.66,13916.19,13700.59,13972.56,13613.41,13891.88
2016-03-30,13987.89,14162.2,13908.23,14229.06,13876.25,14104.98
2016-03-31,13794.54,13978.98,13746.84,14023.69,13614.81,13922.33
2016-04-01,13877.12,14031.52,13778.49,14112.36,13745.96,13963.04
2016-04-04,14185.87,14302.77,14127.08,14398.91,14036.47,14276.21
2016-04-05,14047.45,14243.75,13929.4,14218.39,13904.09,14178.08
2016-04-06,13969.52,14094.38,13883.99,14206.39,13867.93,14033.58
2016-04-07,13984.85,14115.32,13905.71,14187.06,13832.74,14080.39
2016-04-08,13916.01,14064.69,13893.04,14086.07,13793.87,14111.96
2016-04-11,13703.25,13882.88,13627.2,13945.85,13567.25,13786.35
2016-04-12,13714.02,13874.58,13585.08,13977.31,13572.71,13855.22
2016-04-13,13570.46,13717.43,13448.36,13772.9,13497.18,13663.13
2016-04-14,13636.25,13785.25,13569.0,13899.68,13460.58,13759.22
2016-04-15,13512.8,13649.1,13461.82,13717.96,13412.51,13638.59
2016-04-18,13725.24,13877.82,13666.92,13920.68,13606.01,13866.04
2016-04-19,13619.52,13686.81,13555.99,13806.64,13470.27,13723.02
2016-04-20,13577.09,13704.8,13540.76,13825.2,13485.56,13739.71
2016-04-21,13689.36,13832.86,13606.14,13873.34,13501.87,13782.74
2016-04-22,13523.25,13627.35,13479.83,13745.98,13373.9,13637.77
2016-04-25,13555.4,13701.42,13443.37,13743.57,13387.08,13670.49
2016-04-26,13735.12,13866.86,13641.59,13928.5,13609.09,13814.18
2016-04-27,13517.45,13700.08,13401.01,13748.06,13352.18,13617.86
2016-04-28,13543.78,13721.83,13468.62,13736.65,13420.08,13656.51
2016-04-29,13580.39,13703.54,13511.23,13773.1,13439.52,13677.29
2016-05-02,13688.34,13821.1,13623.03,13924.68,13538.34,13864.68
2016-05-03,13521.42,13654.64,13455.49,13767.44,13396.72,13606.91
2016-05-04,13345.39,13466.78,13253.9,13562.77,13204.76,13483.63
2016-05-05,13416.56,13555.96,13344.38,13600.24,13253.19,13546.88
2016-05-06,13457.81,13571.98,13350.22,13645.94,13398.64,13565.1
2016-05-09,13492.92,13597.33,13462.24,13697.47,13344.84,13577.51
2016-05-10,13541.1,13693.37,13465.17,13752.91,13345.63,13628.62
2016-05-11,13450.67,13602.11,13370.27,13625.86,13293.51,13544.34
2016-05-12,13483.3,13596.44,13458.73,13705.04,13314.29,13543.01
2016-05-13,13524.22,13683.68,13423.0,13729.4,13411.33,13605.27
2016-05-16,13429.3,13546.63,13331.92,13584.66,13303.65,13496.92
2016-05-17,13683.58,13827.34,13585.16,13863.41,13557.66,13829.88
2016-05-18,13749.95,13910.0,13679.33,13942.33,13602.27,13876.95
2016-05-19,13588.47,13723.44,13532.26,13790.32,13445.0,13718.54
2016-05-20,13679.35,13828.58,13631.19,13936.23,13532.41,13804.89
2016-05-23,13548.02,13669.51,13549.97,13757.7,13410.34,13660.93
2016-05-24,13656.44,13787.64,13526.72,13838.33,13542.69,13805.59
2016-05-25,13816.97,13949.45,13764.7,14030.32,13688.08,13910.63
2016-05-26,13705.41,13822.0,13621.61,13901.34,13582.06,13817.98
2016-05-27,13839.47,13972.97,13754.04,14056.05,13714.9,13970.86
2016-05-30,13898.1,13994.04,13811.38,14122.71,13783.7,13972.56
2016-05-31,14014.22,14140.6,13918.68,14258.33,13882.16,14213.13
2016-06-01,14284.01,14418.71,14260.71,14497.58,14151.42,14399.1
2016-06-02,14250.43,14385.63,14203.18,14510.89,14141.8,14368.48
2016-06-03,14144.83,14279.45,14074.77,14382.69,13984.57,14293.55
2016-06-06,14020.97,14159.45,13988.75,14211.45,13856.77,14158.8
2016-06-07,13908.44,14060.87,13796.83,14178.54,13736.37,14020.77
2016-06-08,13899.11,14062.42,13792.63,14116.69,13765.21,14013.92
2016-06-09,13948.01,14069.36,13817.51,14133.93,13756.82,14017.63
2016-06-10,13988.05,14094.27,13898.55,14244.12,13861.1,14084.39
2016-06-13,14105.65,14217.31,14039.68,14375.85,13961.51,14233.09
2016-06-14,14108.89,14236.24,14041.25,14319.6,13999.82,14234.29
2016-06-15,14316.9,14449.99,14249.59,14517.23,14154.49,14466.4
2016-06-16,14280.49,14401.3,14168.79,14489.77,14131.88,14391.29
2016-06-17,14675.74,14784.46,14625.94,14916.86,14561.92,14752.43
2016-06-20,14769.33,14903.55,14702.56,15028.61,14662.49,14918.7
2016-06-21,14644.74,14796.5,14592.98,14881.12,14478.37,14803.96
2016-06-22,14490.19,14652.34,14362.89,14710.49,14350.56,14632.15
2016-06-23,14561.73,14691.11,14497.99,14823.78,14424.69,14673.46
2016-06-24,14530.68,14663.98,14423.51,14739.55,14396.23,14677.27
2016-06-27,14636.26,14755.5,14551.45,14885.98,14482.21,14853.73
2016-06-28,14707.16,14853.31,14649.34,14919.3,14597.78,14828.21
2016-06-29,14697.92,14819.96,14627.11,14931.06,14495.4,14776.95
2016-06-30,14575.45,14737.91,14477.75,14790.77,14417.41,14674.96
2016-07-01,14357.75,14450.05,14286.14,14571.51,14227.03,14490.57
2016-07-04,14295.21,14427.88,14179.95,14498.85,14165.33,14363.69
2016-07-05,14419.6,14572.48,14380.68,14674.68,14314.42,14539.85
2016-07-06,14451.95,14601.79,14373.76,14647.55,14342.07,14578.56
2016-07-07,14274.46,14494.09,14235.03,14467.45,14123.57,14432.49
2016-07-08,14300.64,14453.65,14214.07,14575.81,14194.81,14452.51
2016-07-11,14357.28,14472.02,14270.46,14600.72,14193.2,14496.97
2016-07-12,14232.37,14371.97,14139.45,14377.96,14116.54,14284.66
2016-07-13,14255.69,14347.6,14209.39,14453.41,14164.75,14395.99
2016-07-14,14265.41,14405.77,14173.85,14427.7,14157.42,14399.67
2016-07-15,14104.7,14222.25,14052.36,14289.45,13966.64,14224.76
2016-07-18,14156.67,14324.16,14075.06,14280.16,14005.71,14220.94
2016-07-19,14237.71,14364.44,14110.25,14447.37,14051.8,14329.49
2016-07-20,14394.19,14534.77,14305.8,14577.23,14259.19,14475.75
2016-07-21,14548.13,14675.12,14441.08,14768.1,14370.2,14605.89
2016-07-22,14350.51,14543.93,14279.74,14519.13,14184.25,14465.24
2016-07-25,14217.98,14351.03,14113.04,14433.61,14041.94,14309.04
2016-07-26,14292.83,14488.14,14247.83,14495.36,14136.74,14482.22
2016-07-27,14367.89,14534.96,14293.43,14626.57,14223.41,14477.98
2016-07-28,14443.53,14601.89,14366.18,14700.95,14306.99,14596.45
2016-07-29,15012.36,15173.55,14956.99,15261.12,14844.2,15085.34
2016-08-01,15099.81,15262.71,15053.43,15316.45,14981.11,15204.6
2016-08-02,15273.79,15367.64,15196.8,15563.54,15114.69,15398.94
2016-08-03,15421.74,15567.36,15320.84,15605.16,15243.23,15517.1
2016-08-04,15524.08,15705.56,15391.38,15713.36,15375.86,15635.16
2016-08-05,15476.76,15630.01,15378.14,15706.32,15382.77,15593.83
2016-08-08,15596.23,15708.36,15498.99,15900.48,15450.72,15713.7
2016-08-09,15477.71,15630.86,15403.63,15703.61,15311.7,15658.96
2016-08-10,15442.64,15649.7,15354.77,15668.62,15241.04,15577.86
2016-08-11,15369.41,15561.43,15313.71,15555.63,15208.97,15507.1
2016-08-12,15383.53,15535.46,15287.76,15643.39,15236.93,15523.21
2016-08-15,15745.34,15932.75,15664.82,16011.53,15575.68,15890.59
2016-08-16,15455.6,15598.83,15414.92,15711.83,15249.57,15576.69
2016-08-17,15563.59,15666.19,15496.41,15777.46,15381.48,15678.12
2016-08-18,15316.14,15440.98,15237.72,15524.23,15207.53,15443.78
2016-08-19,15245.55,15445.66,15150.97,15434.81,15136.82,15402.79
2016-08-22,15414.02,15559.71,15317.43,15647.81,15232.54,15572.05
2016-08-23,15425.47,15572.22,15322.1,15623.52,15291.97,15541.46
2016-08-24,15261.64,15405.11,15168.82,15454.63,15073.05,15407.17
2016-08-25,15154.38,15363.64,15101.51,15368.85,15045.4,15269.72
2016-08-26,15259.25,15461.46,15176.18,15473.21,15114.14,15382.35
2016-08-29,15149.72,15368.44,15033.07,15360.66,15026.99,15256.57
2016-08-30,15184.06,15331.08,15161.84,15425.99,14980.14,15300.02
2016-08-31,15192.51,15353.41,15126.26,15422.79,15061.17,15354.8
2016-09-01,15095.34,15200.51,14977.39,15313.07,14944.16,15218.9
2016-09-02,15424.01,15623.82,15333.26,15661.02,15296.05,15551.58
2016-09-05,15523.65,15642.63,15449.48,15725.72,15396.82,15602.91
2016-09-06,15213.96,15372.7,15189.76,15445.37,15063.82,15326.26
2016-09-07,15243.88,15362.86,15133.87,15477.13,15073.12,15358.47
2016-09-08,15144.84,15278.46,15098.68,15326.49,15017.01,15240.89
2016-09-09,15276.02,15403.2,15242.4,15535.58,15121.42,15398.89
2016-09-12,15156.95,15290.09,15062.11,15357.59,14978.92,15265.2
2016-09-13,15141.08,15276.17,15056.98,15370.94,14961.81,15264.64
2016-09-14,15219.26,15354.76,15111.62,15482.99,15022.11,15344.71
2016-09-15,15353.13,15532.25,15270.12,15611.85,15183.93,15446.61
2016-09-16,15171.46,15289.65,15094.5,15400.08,15053.21,15280.74
2016-09-19,15122.31,15280.21,15066.65,15338.18,14976.47,15245.63
2016-09-20,15052.17,15239.35,15009.72,15306.47,14885.7,15208.24
2016-09-21,14955.64,15089.85,14858.49,15200.16,14830.16,15082.97
2016-09-22,15223.54,15353.92,15087.53,15433.07,15045.96,15325.18
2016-09-23,15286.85,15432.67,15209.77,15491.85,15136.9,15421.34
2016-09-26,15096.82,15283.41,15030.2,15260.7,14940.43,15269.15
2016-09-27,15237.55,15395.84,15168.96,15470.81,15108.92,15387.39
2016-09-28,15565.93,15705.05,15477.93,15796.84,15361.16,15707.5
2016-09-29,15729.04,15901.56,15654.32,16000.72,15545.01,15877.7
2016-09-30,15493.42,15614.19,15462.91,15736.94,15287.72,15661.98
2016-10-03,15420.12,15595.33,15354.79,15692.57,15257.91,15576.65
2016-10-04,15618.28,15787.23,15528.53,15830.77,15499.94,15760.93
2016-10-05,15509.69,15655.24,15416.63,15777.65,15338.92,15666.92
2016-10-06,15580.24,15709.91,15497.05,15797.46,15408.53,15671.18
2016-10-07,15702.97,15832.15,15675.86,15962.94,15573.32,15781.41
2016-10-10,15559.64,15731.88,15476.14,15747.64,15437.3,15689.01
2016-10-11,15551.94,15745.68,15473.56,15792.53,15393.66,15678.49
2016-10-12,15057.45,15188.83,14967.63,15223.54,14927.49,15161.53
2016-10-13,14905.48,15068.2,14863.71,15121.1,14724.32,15049.34
2016-10-14,14869.37,14955.99,14853.3,15105.5,14761.65,14932.92
2016-10-17,14686.45,14816.14,14626.25,14891.44,14602.7,14788.23
2016-10-18,14929.65,15078.02,14857.48,15122.23,14795.92,15034.61
2016-10-19,14719.13,14839.54,14646.62,14964.82,14510.58,14788.71
2016-10-20,14655.97,14775.07,14512.8,14872.77,14493.04,14817.03
2016-10-21,14676.61,14803.77,14625.1,14882.39,14547.83,14754.12
2016-10-24,14891.16,15048.77,14820.7,15115.77,14729.69,14992.77
2016-10-25,14680.34,14821.64,14619.51,14977.96,14570.89,14824.44
2016-10-26,14853.58,14935.62,14758.17,15110.65,14722.51,14991.6
2016-10-27,14856.58,14942.13,14770.88,15113.97,14687.02,14942.51
2016-10-28,14712.95,14842.22,14627.29,14946.46,14566.77,14850.73
2016-10-31,14782.57,14943.93,14738.86,15009.23,14608.32,14909.4
2016-11-01,14813.51,14880.24,14728.22,14964.72,14659.96,15001.14
2016-11-02,14726.33,14858.88,14714.04,14927.23,14562.74,14856.04
2016-11-03,14738.09,14869.96,14677.1,14945.0,14625.34,14851.83
2016-11-04,14682.88,14870.48,14572.0,14848.07,14598.19,14775.19
2016-11-07,14701.03,14836.72,14623.74,14887.51,14511.94,14796.75
2016-11-08,14800.17,14959.51,14706.88,14963.54,14595.24,14894.13
2016-11-09,15038.28,15192.91,14897.09,15262.7,14880.52,15199.82
2016-11-10,14854.77,14940.01,14828.01,15101.91,14661.11,14974.14
2016-11-11,15176.54,15351.63,15122.0,15437.79,15026.18,15315.11
2016-11-14,14884.65,15039.9,14826.1,15120.26,14758.09,15048.8
2016-11-15,14863.56,15027.3,14794.16,15057.87,14759.34,14912.35
2016-11-16,14952.75,15219.7,14836.66,15119.27,14809.25,15110.62
2016-11-17,14996.33,15083.78,14906.84,15168.58,14840.57,15117.96
2016-11-18,14904.73,15105.19,14855.3,15090.47,14696.71,15036.93
2016-11-21,14875.23,15015.43,14769.58,15071.91,14727.25,14969.58
2016-11-22,14803.55,14960.1,14654.58,15020.88,14657.63,14899.62
2016-11-23,14718.03,14863.87,14637.76,14908.95,14589.66,14850.17
2016-11-24,14845.1,14980.95,14766.66,15077.84,14675.61,15034.66
2016-11-25,14899.68,15031.7,14829.22,15116.25,14737.72,15048.78
2016-11-28,14798.28,14956.01,14745.85,15020.56,14606.55,14954.12
2016-11-29,14933.49,15037.52,14877.87,15191.55,14715.73,15047.23
2016-11-30,14980.95,15153.25,14913.8,15170.31,14797.93,15082.82
2016-12-01,15104.73,15243.21,15065.33,15343.95,14906.25,15201.98
2016-12-02,15201.66,15319.32,15079.47,15429.26,15059.88,15308.43
2016-12-05,15077.67,15214.87,15017.49,15293.77,14911.26,15136.38
2016-12-06,14994.94,15182.59,14938.75,15246.41,14828.85,15093.16
2016-12-07,15108.93,15243.84,14995.92,15362.12,14928.09,15212.86
2016-12-08,15202.95,15365.88,15081.24,15402.21,14952.63,15319.24
2016-12-09,15201.29,15331.08,15102.61,15423.77,15095.14,15326.91
2016-12-12,15220.66,15395.94,15124.42,15457.53,15038.0,15353.46
2016-12-13,15417.92,15593.23,15364.06,15640.77,15251.02,15540.8
2016-12-14,15328.51,15538.47,15233.03,15576.37,15130.62,15433.31
2016-12-15,15414.14,15562.87,15310.67,15654.03,15289.97,15476.93
2016-12-16,15384.55,15558.97,15288.81,15671.7,15235.12,15489.92
2016-12-19,15352.63,15509.17,15310.22,15535.93,15173.73,15445.59
2016-12-20,15523.8,15719.28,15446.59,15752.86,15356.39,15662.46
2016-12-21,15654.04,15788.07,15570.15,15860.4,15550.04,15807.74
2016-12-22,15783.48,15964.83,15701.09,16039.3,15623.34,15939.38
2016-12-23,15992.48,16146.18,15953.84,16180.64,15826.74,16144.63
2016-12-26,15997.44,16155.36,15893.48,16248.48,15807.35,16121.15
2016-12-27,16108.52,16272.56,16070.36,16329.85,15886.4,16220.57
2016-12-28,16060.22,16228.93,15986.68,16277.54,15894.48,16164.71
2016-12-29,16113.98,16271.37,16028.24,16309.07,15963.33,16194.31
2016-12-30,16094.63,16262.49,16094.66,16321.08,15969.08,16255.32
2017-01-02,16111.86,16323.83,15997.29,16388.49,15878.29,16235.13
2017-01-03,16209.66,16403.7,16117.14,16451.99,16011.09,16298.93
2017-01-04,16079.18,16267.92,15959.15,16340.55,15899.71,16181.23
2017-01-05,16420.8,16570.05,16369.98,16721.78,16256.48,16523.7
2017-01-06,16258.06,16391.73,16231.7,16510.51,16090.76,16389.52
2017-01-09,16063.46,16254.78,16036.79,16286.46,15898.91,16226.26
2017-01-10,16252.2,16443.19,16210.72,16511.17,16102.94,16370.9
2017-01-11,16383.01,16595.09,16294.62,16610.92,16189.58,16440.26
2017-01-12,16487.23,16632.18,16392.75,16717.9,16353.16,16612.88
2017-01-13,16592.81,16751.12,16454.38,16791.26,16441.26,16720.37
2017-01-16,16592.43,16703.95,16577.03,16872.06,16415.9,16717.71
2017-01-17,16445.87,16597.42,16379.06,16679.86,16334.07,16556.8
2017-01-18,16459.99,16657.39,16361.49,16712.88,16346.62,16598.82
2017-01-19,16350.54,16498.79,16312.21,16561.92,16217.54,16483.5
2017-01-20,16512.41,16698.68,16397.72,16774.49,16247.59,16643.68
2017-01-23,16489.79,16648.4,16420.75,16712.01,16376.96,16635.32
2017-01-24,16355.86,16530.02,16268.44,16596.56,16218.3,16472.65
2017-01-25,16305.01,16430.64,16244.31,16578.21,16207.39,16419.58
2017-01-26,16374.12,16540.65,16290.16,16645.62,16250.9,16550.31
2017-01-27,16283.7,16349.12,16155.03,16527.24,16172.27,16432.19
2017-01-30,16151.98,16307.46,16073.66,16337.14,16018.84,16307.91
2017-01-31,16193.0,16302.13,16146.01,16532.82,16074.75,16362.26
2017-02-01,16234.34,16435.84,16152.22,16534.54,16136.75,16381.29
2017-02-02,16153.87,16340.52,16098.14,16419.52,15999.33,16313.09
2017-02-03,16079.56,16255.37,15965.54,16296.53,15868.21,16157.41
2017-02-06,16118.53,16328.75,16037.09,16356.65,15947.43,16254.06
2017-02-07,15888.39,16017.12,15789.1,16109.45,15741.9,16009.69
2017-02-08,15667.9,15879.34,15612.97,15942.52,15513.57,15845.82
2017-02-09,15557.3,15741.87,15480.49,15798.82,15362.94,15710.62
2017-02-10,15525.68,15673.59,15469.48,15734.21,15319.77,15630.31
2017-02-13,15575.58,15766.71,15531.59,15794.55,15396.74,15711.8
2017-02-14,15808.66,15931.77,15751.48,16081.24,15676.11,15940.43
2017-02-15,15946.42,16079.59,15875.4,16236.65,15837.36,16088.48
2017-02-16,15922.53,16062.37,15811.13,16210.04,15792.49,16017.46
2017-02-17,15921.09,16063.46,15841.4,16184.02,15795.55,16059.93
2017-02-20,15763.85,15888.18,15668.23,15992.35,15603.67,15882.77
2017-02-21,15762.51,15958.69,15672.85,15896.76,15549.97,15897.52
2017-02-22,15718.65,15867.7,15628.28,15963.77,15547.15,15821.63
2017-02-23,15771.04,15939.86,15661.27,16007.54,15605.16,15878.75
2017-02-24,15642.68,15781.26,15503.23,15881.69,15470.7,15804.54
2017-02-27,15725.7,15825.7,15626.06,15963.28,15570.16,15818.43
2017-02-28,15970.19,16138.51,15896.51,16167.38,15824.58,16066.72
2017-03-01,15954.42,16052.95,15831.63,16211.52,15822.1,16080.41
2017-03-02,16020.24,16178.25,15940.64,16280.8,15851.13,16123.67
2017-03-03,16132.8,16249.98,16113.45,16396.81,15910.05,16233.31
2017-03-06,16069.81,16294.38,16022.34,16341.28,15893.59,16201.75
2017-03-07,16107.47,16297.91,16079.88,16368.54,15947.81,16187.85
2017-03-08,16111.11,16275.63,16043.16,16339.57,15989.4,16207.52
2017-03-09,16128.47,16330.52,16085.49,16368.11,15948.87,16323.76
2017-03-10,16005.88,16138.84,15902.67,16248.88,15862.22,16148.63
2017-03-13,16011.4,16188.92,15910.71,16255.02,15860.58,16115.58
2017-03-14,16092.94,16260.31,15924.32,16366.47,15933.43,16235.15
2017-03-15,16329.81,16501.73,16286.9,16595.78,16196.9,16478.98
2017-03-16,16488.86,16695.71,16457.21,16804.7,16302.18,16653.57
2017-03-17,16849.43,17042.61,16746.54,17176.53,16661.55,16979.94
2017-03-20,16722.3,16899.18,16630.2,16975.8,16554.68,16888.74
